,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
0,ALA Aland Islands,0,0,0,0,0,0
1,Afghanistan,444,21,14,0,29,11
2,Albania,400,17,22,0,154,23
3,Algeria,1572,104,205,12,237,124
4,American Samoa,0,0,0,0,0,0
5,Andorra,564,19,23,1,52,13
6,Angola,19,2,2,0,2,0
7,Anguilla,0,0,0,0,0,0
8,Antarctica,0,0,0,0,0,0
9,Antigua and Barbuda,19,0,2,1,0,0
10,Argentina,1715,87,63,7,358,20
11,Armenia,881,28,9,1,114,27
12,Aruba,0,0,0,0,0,0
13,Australia,6010,115,50,5,1080,0
14,Austria,12942,303,273,30,4512,466
15,Azerbaijan,822,105,8,0,63,19
16,Bahamas,40,7,7,1,5,0
17,Bahrain,823,12,5,0,477,19
18,Bangladesh,218,54,20,3,33,0
19,Barbados,63,0,3,0,8,2
20,Belarus,1066,205,13,0,77,23
21,Belgium,23403,1209,2240,205,4681,524
22,Belize,8,1,1,0,0,0
23,Benin,26,0,1,0,5,0
24,Bermuda,0,0,0,0,0,0
25,Bhutan,5,0,0,0,2,0
26,Bolivia,210,16,15,1,2,0
27,Bosnia and Herzegovina,804,40,34,1,79,11
28,Botswana,6,0,1,0,0,0
29,Bouvet Island,0,0,0,0,0,0
30,Brazil,16170,2136,819,133,127,0
31,British Indian Ocean Territory,0,0,0,0,0,0
32,British Virgin Islands,0,0,0,0,0,0
33,Brunei Darussalam,135,0,1,0,91,6
34,Bulgaria,593,16,24,1,42,0
35,Burkina Faso,414,30,23,4,134,7
36,Burundi,3,0,0,0,0,0
37,Cambodia,117,2,0,0,63,5
38,Cameroon,730,72,10,1,60,17
39,Canada,19141,1269,406,32,4154,363
40,Cape Verde,7,0,1,0,1,0
41,Cayman Islands,0,0,0,0,0,0
42,Central African Republic,8,0,0,0,0,0
43,Chad,10,0,0,0,2,0
44,Chile,5546,430,48,5,1115,217
45,China,82809,91,3337,2,77567,157
46,Christmas Island,0,0,0,0,0,0
47,Cocos (Keeling) Islands,0,0,0,0,0,0
48,Colombia,2054,274,54,4,123,23
49,Comoros,0,0,0,0,0,0
50,Congo (Brazzaville),45,0,5,0,2,0
51,Congo (Kinshasa),180,0,18,0,9,0
52,Cook Islands,0,0,0,0,0,0
53,Costa Rica,502,19,3,1,29,5
