,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
0,,0,0,0,0,0,0
1, Azerbaijan,0,0,0,0,0,0
2,Afghanistan,237,63,4,0,5,0
3,Albania,259,16,15,0,67,15
4,Algeria,847,131,58,14,61,15
5,Andorra,390,14,14,2,10,0
6,Angola,8,1,2,0,1,0
7,Antigua and Barbuda,7,0,0,0,0,0
8,Argentina,1133,79,32,5,248,8
9,Armenia,571,39,4,1,31,1
10,Aruba,4,0,0,0,0,0
11,Australia,4862,303,20,2,422,64
12,Austria,10711,531,146,18,1436,341
13,Azerbaijan,359,61,5,0,26,0
14,Bahamas,21,7,1,1,1,0
15,"Bahamas, The",4,0,0,0,0,0
16,Bahrain,569,2,4,0,337,42
17,Bangladesh,54,3,6,1,25,0
18,Barbados,45,11,0,0,0,0
19,Belarus,163,11,2,1,53,6
20,Belgium,13964,1189,828,123,2132,436
21,Belize,3,0,0,0,0,0
22,Benin,13,4,0,0,1,0
23,Bhutan,4,0,0,0,0,0
24,Bolivia,115,8,7,1,1,1
25,Bosnia and Herzegovina,459,39,13,0,19,2
26,Botswana,4,0,1,0,0,0
27,Brazil,6931,1214,244,43,127,0
28,Brunei,131,2,1,0,52,7
29,Bulgaria,422,23,10,2,20,3
30,Burkina Faso,282,21,16,2,46,14
31,Burma,16,1,1,0,0,0
32,Burundi,0,0,0,0,0,0
33,Cabo Verde,6,0,1,0,0,0
34,Cambodia,109,0,0,0,25,2
35,Cameroon,233,40,6,0,10,5
36,Canada,9731,1204,111,10,1435,-157
37,Cape Verde,0,0,0,0,0,0
38,Cayman Islands,1,0,0,0,0,0
39,Central African Republic,3,0,0,0,0,0
40,Chad,7,0,0,0,0,0
41,Channel Islands,0,0,0,0,0,0
42,Chile,3031,293,16,4,234,78
43,China,82381,102,3316,7,76409,203
44,Colombia,1065,159,17,1,39,8
45,Congo (Brazzaville),22,3,2,2,0,0
46,Congo (Kinshasa),109,11,9,1,3,1
47,Costa Rica,375,28,2,0,4,0
48,Cote d'Ivoire,190,11,1,0,9,2
49,Croatia,963,96,6,0,73,6
50,Cruise Ship,712,0,8,0,567,242
51,Cuba,212,26,6,0,12,4
52,Curacao,0,0,0,0,0,0
53,Cyprus,320,58,9,1,28,5
54,Czechia,3589,281,39,8,61,16
55,Denmark,3290,251,104,14,971,894
56,Diamond Princess,712,0,11,1,603,0
57,Djibouti,33,3,0,0,0,0
58,Dominica,12,0,0,0,0,0
59,Dominican Republic,1284,175,57,6,9,4
60,East Timor,0,0,0,0,0,0
61,Ecuador,2758,518,98,23,58,4
62,Egypt,779,69,52,6,179,22
63,El Salvador,33,1,2,1,0,0
64,Equatorial Guinea,15,3,0,0,1,0
65,Eritrea,15,0,0,0,0,0
66,Estonia,779,34,5,1,33,7
67,Eswatini,9,0,0,0,0,0
68,Ethiopia,29,3,0,0,2,0
69,Faroe Islands,2,0,0,0,0,0
70,Fiji,5,0,0,0,0,0
71,Finland,1446,28,17,0,10,0
