,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
0,ALA Aland Islands,0,0,0,0,0,0
1,Afghanistan,1703,172,57,7,220,13
2,Albania,736,10,28,0,422,12
3,Algeria,3517,135,432,7,1558,50
4,American Samoa,0,0,0,0,0,0
5,Andorra,743,5,40,0,385,41
6,Angola,27,1,2,0,6,0
7,Anguilla,0,0,0,0,0,0
8,Antarctica,0,0,0,0,0,0
9,Antigua and Barbuda,24,0,3,0,11,0
10,Argentina,4003,111,197,5,1140,33
11,Armenia,1808,62,29,1,848,15
12,Aruba,0,0,0,0,0,0
13,Australia,6721,7,83,0,5588,47
14,Austria,15274,49,549,7,12362,80
15,Azerbaijan,1678,33,22,1,1162,23
16,Bahamas,80,0,11,0,22,0
17,Bahrain,2723,76,8,0,1218,29
18,Bangladesh,5913,497,152,7,131,9
19,Barbados,80,1,6,0,39,0
20,Belarus,11289,826,75,3,1740,45
21,Belgium,46687,553,7207,113,10878,93
22,Belize,18,0,2,0,6,1
23,Benin,64,0,1,0,33,0
24,Bermuda,0,0,0,0,0,0
25,Bhutan,7,0,0,0,4,0
26,Bolivia,1014,64,53,3,98,18
27,Bosnia and Herzegovina,1565,49,60,1,659,35
28,Botswana,22,0,1,0,0,0
29,Bouvet Island,0,0,0,0,0,0
30,Brazil,67446,4346,4603,317,31142,990
31,British Indian Ocean Territory,0,0,0,0,0,0
32,British Virgin Islands,0,0,0,0,0,0
33,Brunei Darussalam,138,0,1,0,124,1
34,Bulgaria,1363,63,58,2,206,1
35,Burkina Faso,635,3,42,0,469,16
36,Burundi,11,0,1,0,4,0
37,Cambodia,122,0,0,0,119,2
38,Cameroon,1705,84,58,2,805,19
39,Canada,49616,2471,2840,180,18268,1385
40,Cape Verde,109,3,1,0,1,0
41,Cayman Islands,0,0,0,0,0,0
42,Central African Republic,19,0,0,0,10,0
43,Chad,46,0,0,0,15,0
44,Chile,13813,482,198,9,7327,303
45,China,83918,6,4637,0,78374,97
46,Christmas Island,0,0,0,0,0,0
47,Cocos (Keeling) Islands,0,0,0,0,0,0
48,Colombia,5597,218,253,9,1210,77
49,Comoros,0,0,0,0,0,0
50,Congo (Brazzaville),200,0,6,0,19,0
51,Congo (Kinshasa),459,17,28,0,50,0
52,Cook Islands,0,0,0,0,0,0
53,Costa Rica,697,2,6,0,287,23
54,Croatia,2039,9,59,4,1166,63
55,Cuba,1389,20,56,2,525,24
56,Cyprus,822,5,15,1,148,0
57,Czech Republic,7445,41,223,3,2826,281
58,Côte d'Ivoire,1164,14,14,0,499,31
59,Denmark,8896,123,427,5,6148,154
60,Djibouti,1035,12,2,0,477,66
61,Dominica,16,0,0,0,13,0
62,Dominican Republic,6293,158,282,4,993,83
63,Ecuador,23240,521,663,87,1557,191
64,Egypt,4782,248,337,20,1236,60
65,El Salvador,323,25,8,0,89,6
66,Equatorial Guinea,258,0,1,0,9,1
67,Eritrea,39,0,0,0,13,0
68,Estonia,1647,4,50,1,233,0
69,Ethiopia,124,1,3,0,50,9
70,Falkland Islands (Malvinas),0,0,0,0,0,0
71,Faroe Islands,0,0,0,0,0,0
72,Fiji,18,0,0,0,12,0
73,Finland,4695,119,193,3,2500,0
74,France,165963,3743,23327,437,46293,612
75,French Guiana,0,0,0,0,0,0
76,French Polynesia,0,0,0,0,0,0
77,French Southern Territories,0,0,0,0,0,0
78,Gabon,211,35,3,0,43,13
79,Gambia,10,0,1,0,8,0
80,Georgia,497,11,6,0,156,7
81,Germany,158758,988,6126,150,114500,2500
82,Ghana,1550,0,11,0,155,0
83,Gibraltar,0,0,0,0,0,0
84,Greece,2534,17,136,2,577,0
85,Greenland,0,0,0,0,0,0
86,Grenada,18,0,0,0,7,0
87,Guadeloupe,0,0,0,0,0,0
88,Guam,0,0,0,0,0,0
89,Guatemala,530,30,15,0,49,0
90,Guernsey,0,0,0,0,0,0
91,Guinea,1163,167,7,0,246,38
92,Guinea-Bissau,73,20,1,0,18,15
93,Guyana,74,0,8,0,15,3
94,Haiti,76,2,6,0,8,1
95,Heard and Mcdonald Islands,0,0,0,0,0,0
96,Holy See (Vatican City State),9,0,0,0,2,0
97,Honduras,661,34,61,2,79,14
98,"Hong Kong, SAR China",0,0,0,0,0,0
99,Hungary,2583,83,280,8,498,13
100,Iceland,1792,0,10,0,1624,16
101,India,29451,1561,939,58,7137,614
102,Indonesia,9096,214,765,22,1151,44
103,"Iran, Islamic Republic of",91472,991,5806,96,70933,1276
104,Iraq,1847,27,88,1,1286,23
105,Ireland,19648,386,1102,15,9233,0
106,Isle of Man,0,0,0,0,0,0
107,Israel,15555,112,204,3,7200,469
108,Italy,199414,1739,26977,333,66624,1696
109,Jamaica,364,14,7,0,29,1
110,Japan,14153,712,385,13,1899,90
111,Jersey,0,0,0,0,0,0
112,Jordan,449,2,7,0,342,5
113,Kazakhstan,2835,118,25,0,720,38
114,Kenya,363,8,14,0,114,8
115,Kiribati,0,0,0,0,0,0
116,Korea (North),0,0,0,0,0,0
117,Korea (South),10752,14,244,1,8854,90
118,Kuwait,3288,213,22,2,1012,206
119,Kyrgyzstan,695,13,8,0,395,25
120,Lao PDR,19,0,0,0,7,0
121,Latvia,818,6,13,1,267,0
122,Lebanon,710,3,24,0,145,0
123,Lesotho,0,0,0,0,0,0
124,Liberia,124,0,12,0,25,0
125,Libya,61,0,2,0,18,0
126,Liechtenstein,82,0,1,0,55,0
127,Lithuania,1449,11,41,0,474,7
128,Luxembourg,3729,6,88,0,3123,19
129,"Macao, SAR China",0,0,0,0,0,0
130,"Macedonia, Republic of",1399,13,65,4,553,53
131,Madagascar,128,4,0,0,75,4
132,Malawi,36,2,3,0,4,0
133,Malaysia,5820,40,99,1,3957,95
134,Maldives,226,12,0,0,17,0
135,Mali,408,19,23,0,113,1
136,Malta,450,2,4,0,286,4
137,Marshall Islands,0,0,0,0,0,0
138,Martinique,0,0,0,0,0,0
139,Mauritania,7,0,1,0,6,0
140,Mauritius,334,2,10,1,302,3
141,Mayotte,0,0,0,0,0,0
142,Mexico,15529,852,1434,83,9086,732
143,"Micronesia, Federated States of",0,0,0,0,0,0
144,Moldova,3481,73,102,6,925,30
145,Monaco,95,1,4,0,42,0
146,Mongolia,38,0,0,0,10,1
147,Montenegro,321,0,7,0,189,36
148,Montserrat,0,0,0,0,0,0
149,Morocco,4120,55,162,1,695,102
150,Mozambique,76,0,0,0,12,0
151,Myanmar,146,0,5,0,16,6
152,Namibia,16,0,0,0,8,0
153,Nauru,0,0,0,0,0,0
154,Nepal,52,0,0,0,16,0
155,Netherlands,38440,400,4534,43,117,0
156,Netherlands Antilles,0,0,0,0,0,0
157,New Caledonia,0,0,0,0,0,0
158,New Zealand,1472,3,19,0,1214,34
159,Nicaragua,13,0,3,0,7,0
160,Niger,701,5,29,0,385,35
161,Nigeria,1337,64,40,0,255,16
162,Niue,0,0,0,0,0,0
163,Norfolk Island,0,0,0,0,0,0
164,Northern Mariana Islands,0,0,0,0,0,0
165,Norway,7599,72,205,4,32,0
166,Oman,2049,51,10,0,364,31
167,Pakistan,13915,587,292,11,3029,93
168,Palau,0,0,0,0,0,0
169,Palestinian Territory,342,0,2,0,83,0
170,Panama,6021,242,167,2,455,117
171,Papua New Guinea,8,0,0,0,0,0
172,Paraguay,228,0,9,0,93,8
173,Peru,28699,1182,782,54,8425,337
174,Philippines,7777,198,511,10,932,70
175,Pitcairn,0,0,0,0,0,0
176,Poland,11902,285,562,27,2466,201
177,Portugal,24027,163,928,25,1357,28
178,Puerto Rico,0,0,0,0,0,0
179,Qatar,11244,957,10,0,1066,54
180,Republic of Kosovo,510,0,12,0,93,0
181,Romania,11339,303,641,22,3141,87
182,Russian Federation,87147,6198,794,47,7346,579
183,Rwanda,207,16,0,0,93,1
184,Réunion,0,0,0,0,0,0
185,Saint Helena,0,0,0,0,0,0
186,Saint Kitts and Nevis,15,0,0,0,2,0
187,Saint Lucia,15,0,0,0,15,0
188,Saint Pierre and Miquelon,0,0,0,0,0,0
189,Saint Vincent and Grenadines,15,1,0,0,8,3
190,Saint-Barthélemy,0,0,0,0,0,0
191,Saint-Martin (French part),0,0,0,0,0,0
192,Samoa,0,0,0,0,0,0
193,San Marino,538,0,41,0,64,0
194,Sao Tome and Principe,4,0,0,0,0,0
195,Saudi Arabia,18811,1289,144,5,2531,174
196,Senegal,736,65,9,0,284,1
197,Serbia,6630,0,125,0,870,0
198,Seychelles,11,0,0,0,6,0
199,Sierra Leone,93,0,4,0,10,0
