,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
0,ALA Aland Islands,0,0,0,0,0,0
1,Afghanistan,299,18,7,1,10,0
2,Albania,333,29,20,3,99,10
3,Algeria,1251,80,130,25,90,28
4,American Samoa,0,0,0,0,0,0
5,Andorra,466,27,17,1,21,5
6,Angola,10,2,2,0,2,1
7,Anguilla,0,0,0,0,0,0
8,Antarctica,0,0,0,0,0,0
9,Antigua and Barbuda,15,0,0,0,0,0
10,Argentina,1451,186,43,4,279,13
11,Armenia,770,34,7,0,43,0
12,Aruba,0,0,0,0,0,0
13,Australia,5550,220,30,2,701,52
14,Austria,11781,257,186,18,2507,485
15,Azerbaijan,521,78,5,0,32,0
16,Bahrain,688,16,4,0,423,41
17,Bangladesh,70,9,8,2,30,4
18,Barbados,52,1,0,0,0,0
19,Belarus,440,89,5,1,53,0
20,Belgium,18431,1661,1283,140,3247,375
21,Belize,4,0,0,0,0,0
22,Benin,16,0,0,0,2,0
23,Bermuda,0,0,0,0,0,0
24,Bhutan,5,0,0,0,2,0
25,Bolivia,139,7,10,1,1,0
26,Bosnia and Herzegovina,624,45,21,4,30,3
27,Botswana,4,0,1,0,0,0
28,Bouvet Island,0,0,0,0,0,0
29,Brazil,10360,1304,445,86,127,0
30,British Indian Ocean Territory,0,0,0,0,0,0
31,British Virgin Islands,0,0,0,0,0,0
32,Brunei Darussalam,135,1,1,0,66,1
33,Bulgaria,503,18,17,3,34,4
34,Burkina Faso,318,16,16,0,66,16
35,Burundi,3,0,0,0,0,0
36,Cambodia,114,0,0,0,50,15
37,Cameroon,555,46,9,1,17,0
38,Canada,12978,541,217,39,2577,402
39,Cape Verde,7,1,1,0,0,0
40,Cayman Islands,0,0,0,0,0,0
41,Central African Republic,8,0,0,0,0,0
42,Chad,9,1,0,0,0,0
43,Chile,4161,424,27,5,528,101
44,China,82543,32,3330,4,76946,186
45,Christmas Island,0,0,0,0,0,0
46,Cocos (Keeling) Islands,0,0,0,0,0,0
47,Colombia,1406,139,32,7,85,30
48,Comoros,0,0,0,0,0,0
49,Congo (Brazzaville),22,0,2,0,2,0
50,Congo (Kinshasa),154,20,18,5,3,0
51,Cook Islands,0,0,0,0,0,0
52,Costa Rica,435,19,2,0,13,2
53,Croatia,1126,47,12,4,119,27
54,Cuba,288,19,6,0,15,0
55,Cyprus,426,30,11,0,33,5
56,Czech Republic,4472,381,59,6,78,6
57,Côte d'Ivoire,245,27,1,0,25,6
58,Denmark,4269,323,161,22,1379,92
59,Djibouti,50,1,0,0,8,0
60,Dominica,14,2,0,0,0,0
61,Dominican Republic,1488,0,68,0,16,0
62,Ecuador,3465,97,172,27,100,35
