,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
0,ALA Aland Islands,0,0,0,0,0,0
1,Afghanistan,665,58,21,3,32,0
2,Albania,467,21,23,0,232,15
3,Algeria,1983,69,313,20,601,10
4,American Samoa,0,0,0,0,0,0
5,Andorra,646,8,29,0,128,0
6,Angola,19,0,2,0,4,0
7,Anguilla,0,0,0,0,0,0
8,Antarctica,0,0,0,0,0,0
9,Antigua and Barbuda,23,2,2,0,0,0
10,Argentina,2208,66,97,7,515,47
11,Armenia,1039,26,14,1,211,14
12,Aruba,0,0,0,0,0,0
13,Australia,6351,36,61,1,1806,0
14,Austria,14041,96,368,18,7343,356
15,Azerbaijan,1148,50,12,1,289,39
16,Bahamas,47,1,8,0,6,1
17,Bahrain,1361,225,6,0,591,33
18,Bangladesh,803,182,39,5,42,3
19,Barbados,72,1,4,0,13,2
20,Belarus,2919,341,29,3,203,0
21,Belgium,30589,942,3903,303,6707,244
22,Belize,18,4,2,0,0,0
23,Benin,35,0,1,0,5,0
24,Bermuda,0,0,0,0,0,0
25,Bhutan,5,0,0,0,2,0
26,Bolivia,330,30,27,3,2,0
27,Bosnia and Herzegovina,1037,28,39,0,206,13
28,Botswana,13,0,1,0,0,0
29,Bouvet Island,0,0,0,0,0,0
30,Brazil,23430,1238,1328,105,173,0
31,British Indian Ocean Territory,0,0,0,0,0,0
32,British Virgin Islands,0,0,0,0,0,0
33,Brunei Darussalam,136,0,1,0,107,1
34,Bulgaria,685,10,32,3,71,3
35,Burkina Faso,497,0,27,0,161,0
36,Burundi,5,0,1,1,0,0
37,Cambodia,122,0,0,0,77,0
38,Cameroon,820,0,12,0,98,0
39,Canada,25680,1381,780,67,7758,635
40,Cape Verde,10,2,1,0,1,0
41,Cayman Islands,0,0,0,0,0,0
42,Central African Republic,11,3,0,0,3,3
43,Chad,23,5,0,0,2,0
44,Chile,7525,312,82,2,2367,308
45,China,83213,79,3345,2,78039,83
46,Christmas Island,0,0,0,0,0,0
47,Cocos (Keeling) Islands,0,0,0,0,0,0
48,Colombia,2852,76,112,3,319,49
49,Comoros,0,0,0,0,0,0
50,Congo (Brazzaville),60,0,5,0,5,0
51,Congo (Kinshasa),235,1,20,0,17,1
52,Cook Islands,0,0,0,0,0,0
