,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
73,Gambia,3,0,1,0,0,0
74,"Gambia, The",1,0,0,0,0,0
75,Georgia,83,4,0,0,14,3
76,Germany,50871,6933,342,75,6658,985
77,Ghana,137,5,4,0,2,1
78,Gibraltar,1,0,0,0,1,1
79,Greece,966,74,28,2,52,16
80,Greenland,0,0,0,0,0,0
81,Grenada,7,0,0,0,0,0
82,Guadeloupe,56,3,0,0,0,0
83,Guam,0,0,1,1,0,0
84,Guatemala,28,3,1,0,4,0
85,Guernsey,0,0,0,0,0,0
86,Guinea,8,4,0,0,0,0
87,Guinea-Bissau,2,0,0,0,0,0
88,Guyana,5,0,1,0,0,0
89,Haiti,8,0,0,0,0,0
90,Holy See,4,0,0,0,0,0
91,Honduras,68,16,1,0,0,0
92,Hong Kong,115,1,3,0,59,1
93,Hong Kong SAR,0,0,0,0,0,0
94,Hungary,300,39,10,0,34,6
95,Iceland,890,88,2,0,97,15
96,India,887,160,20,0,73,28
97,Indonesia,1046,153,87,9,46,11
98,Iran,32332,2926,2378,144,11133,676
99,Iran (Islamic Republic of),32332,2926,2378,144,11133,676
100,Iraq,458,76,40,4,122,17
101,Ireland,2121,302,22,3,5,0
102,Israel,3035,342,12,4,79,11
103,Italy,86498,5909,9134,919,10950,589
104,Ivory Coast,0,0,0,0,0,0
105,Jamaica,26,0,1,0,2,0
106,Japan,1468,81,49,2,372,13
107,Jersey,0,0,0,0,0,0
108,Jordan,235,23,1,1,18,17
109,Kazakhstan,150,39,1,0,3,1
110,Kenya,31,0,1,0,1,0
111,"Korea, South",9332,91,139,8,4528,384
112,Kosovo,86,15,1,0,1,1
113,Kuwait,225,17,0,0,57,8
114,Kyrgyzstan,58,14,0,0,0,0
115,Laos,6,0,0,0,0,0
116,Latvia,280,36,0,0,1,0
117,Lebanon,391,23,8,2,27,4
118,Liberia,3,0,0,0,0,0
119,Libya,1,0,0,0,0,0
120,Liechtenstein,56,0,0,0,0,0
121,Lithuania,358,59,5,1,1,0
122,Luxembourg,1605,152,15,6,40,34
123,Macao SAR,0,0,0,0,0,0
124,Macau,10,0,0,0,10,0
125,Madagascar,26,3,0,0,0,0
126,Malaysia,2161,130,26,3,259,44
127,Maldives,16,3,0,0,9,1
128,Mali,11,7,0,0,0,0
129,Malta,139,5,0,0,2,0
130,Martinique,37,5,1,0,0,0
131,Mauritania,3,0,0,0,0,0
132,Mauritius,94,13,2,0,0,0
133,Mayotte,11,4,0,0,0,0
134,Mexico,585,110,8,2,4,0
135,Moldova,199,22,2,1,2,0
136,Monaco,42,9,0,0,1,0
137,Mongolia,11,0,0,0,0,0
138,Montenegro,82,13,1,0,0,0
139,Morocco,345,70,23,12,11,3
140,Mozambique,7,0,0,0,0,0
141,Namibia,8,0,0,0,2,0
142,Nepal,4,1,0,0,1,0
143,Netherlands,8647,1179,547,112,6,0
144,New Zealand,368,85,0,0,37,10
145,Nicaragua,2,0,1,1,0,0
146,Niger,10,0,1,0,0,0
147,Nigeria,70,5,1,0,3,1
148,North Ireland,0,0,0,0,0,0
149,North Macedonia,219,18,3,0,3,0
150,Norway,3755,386,19,5,6,0
151,occupied Palestinian territory,0,0,0,0,0,0
152,Oman,131,22,0,0,23,0
153,Others,696,0,6,0,40,0
154,Pakistan,1373,172,11,2,23,2
155,Palestine,22,0,0,0,0,0
156,Panama,674,116,9,1,2,0
157,Papua New Guinea,1,0,0,0,0,0
158,Paraguay,52,11,3,0,1,1
159,Peru,635,55,11,2,16,2
160,Philippines,803,96,54,9,31,3
161,Poland,1389,168,16,0,7,0
162,Portugal,4268,724,76,16,43,0
163,Puerto Rico,0,0,1,1,0,0
164,Qatar,562,13,0,0,43,0
165,Republic of Ireland,0,0,0,0,0,0
166,Republic of Korea,9332,91,139,8,4528,384
167,Republic of Moldova,0,0,0,0,0,0
168,Republic of the Congo,0,0,0,0,0,0
169,Reunion,47,2,0,0,0,0
170,Romania,1292,263,26,3,115,21
171,Russia,1036,196,4,1,45,7
172,Russian Federation,1036,196,4,1,45,7
173,Rwanda,54,4,0,0,0,0
174,Saint Barthelemy,1,0,0,0,0,0
175,Saint Kitts and Nevis,2,0,0,0,0,0
176,Saint Lucia,3,0,0,0,1,1
177,Saint Martin,0,0,0,0,0,0
178,Saint Vincent and the Grenadines,1,0,0,0,0,0
179,San Marino,223,15,21,0,4,0
180,Saudi Arabia,1104,92,3,0,35,2
181,Senegal,119,14,0,0,11,2
182,Serbia,457,73,1,0,0,0
183,Seychelles,7,0,0,0,0,0
184,Singapore,732,49,2,0,183,11
185,Slovakia,269,43,0,0,2,0
186,Slovenia,632,70,9,3,10,0
187,Somalia,3,1,0,0,0,0
188,South Africa,1170,243,1,1,31,19
189,South Korea,9332,91,139,8,4528,384
190,Spain,65719,7933,5138,773,9357,2342
191,Sri Lanka,106,0,0,0,7,0
192,St. Martin,0,0,0,0,0,0
193,Sudan,3,0,1,0,0,0
194,Suriname,8,0,0,0,0,0
195,Sweden,3069,229,105,28,16,0
196,Switzerland,12928,1117,231,40,1530,1399
197,Syria,5,0,0,0,0,0
198,Taipei and environs,0,0,0,0,0,0
199,Taiwan,267,15,2,0,29,0
200,Taiwan*,267,15,2,0,29,0
201,Tanzania,13,0,0,0,1,1
202,Thailand,1136,91,5,1,97,9
203,The Bahamas,0,0,0,0,0,0
204,The Gambia,0,0,0,0,0,0
205,Timor-Leste,1,0,0,0,0,0
206,Togo,25,2,1,1,1,0
207,Trinidad and Tobago,66,1,2,1,1,1
208,Tunisia,227,30,6,0,2,0
209,Turkey,5698,2069,92,17,42,16
210,Uganda,23,9,0,0,0,0
211,Ukraine,310,114,5,0,5,4
212,United Arab Emirates,405,72,2,0,52,0
213,United Kingdom,14745,2933,761,181,151,1
214,Uruguay,238,21,0,0,0,0
215,US,101657,17821,1581,372,869,188
216,Uzbekistan,88,13,1,1,5,5
217,Vatican City,1,0,0,0,0,0
218,Venezuela,107,0,1,1,31,16
219,Viet Nam,163,10,0,0,20,0
220,Vietnam,163,10,0,0,20,0
221,West Bank and Gaza,0,0,0,0,0,0
222,Zambia,22,6,0,0,0,0
223,Zimbabwe,5,2,1,0,0,0
