,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
0,ALA Aland Islands,0,0,0,0,0,0
1,Afghanistan,423,56,14,3,18,0
2,Albania,383,6,22,1,131,15
3,Algeria,1468,45,193,20,113,23
4,American Samoa,0,0,0,0,0,0
5,Andorra,545,20,22,1,39,8
6,Angola,17,1,2,0,2,0
7,Anguilla,0,0,0,0,0,0
8,Antarctica,0,0,0,0,0,0
9,Antigua and Barbuda,19,4,1,1,0,0
10,Argentina,1628,74,56,8,338,13
11,Armenia,853,20,8,0,87,25
12,Aruba,0,0,0,0,0,0
13,Australia,5895,98,45,5,1080,0
14,Austria,12639,342,243,23,4046,583
15,Azerbaijan,717,76,8,1,44,0
16,Bahamas,33,4,6,1,5,1
17,Bahrain,811,55,5,1,458,0
18,Bangladesh,164,41,17,5,33,0
19,Barbados,63,3,3,1,6,0
20,Belarus,861,161,13,0,54,1
21,Belgium,22194,1380,2035,403,4157,171
22,Belize,7,0,1,0,0,0
23,Benin,26,0,1,0,5,0
24,Bermuda,0,0,0,0,0,0
25,Bhutan,5,0,0,0,2,0
26,Bolivia,194,11,14,3,2,0
27,Bosnia and Herzegovina,764,90,33,4,68,21
28,Botswana,6,0,1,0,0,0
29,Bouvet Island,0,0,0,0,0,0
30,Brazil,14034,1873,686,122,127,0
31,British Indian Ocean Territory,0,0,0,0,0,0
32,British Virgin Islands,0,0,0,0,0,0
33,Brunei Darussalam,135,0,1,0,85,3
34,Bulgaria,577,28,23,1,42,3
35,Burkina Faso,384,20,19,1,127,19
36,Burundi,3,0,0,0,0,0
37,Cambodia,115,1,0,0,58,5
38,Cameroon,658,0,9,0,43,26
39,Canada,17872,1309,374,36,3791,535
40,Cape Verde,7,0,1,0,1,0
41,Cayman Islands,0,0,0,0,0,0
42,Central African Republic,8,0,0,0,0,0
43,Chad,10,1,0,0,2,2
44,Chile,5116,301,43,6,898,170
45,China,82718,53,3335,0,77410,100
46,Christmas Island,0,0,0,0,0,0
47,Cocos (Keeling) Islands,0,0,0,0,0,0
48,Colombia,1780,201,50,4,100,12
49,Comoros,0,0,0,0,0,0
50,Congo (Brazzaville),45,0,5,0,2,0
51,Congo (Kinshasa),180,19,18,0,9,4
52,Cook Islands,0,0,0,0,0,0
53,Costa Rica,483,16,2,0,24,6
54,Croatia,1282,60,18,2,167,37
55,Cuba,396,46,11,2,27,9
56,Cyprus,494,29,9,0,47,2
57,Czech Republic,5017,195,88,10,172,51
58,Côte d'Ivoire,349,26,3,0,41,0
59,Denmark,5266,391,203,16,1621,132
60,Djibouti,90,0,0,0,9,0
61,Dominica,15,0,0,0,1,0
62,Dominican Republic,1956,128,98,12,36,3
63,Ecuador,3747,0,191,0,100,0
64,Egypt,1450,128,94,9,276,17
65,El Salvador,78,9,4,0,5,0
66,Equatorial Guinea,16,0,0,0,3,0
67,Eritrea,31,0,0,0,0,0
68,Estonia,1149,41,21,2,69,7
69,Ethiopia,52,8,2,0,4,0
70,Falkland Islands (Malvinas),0,0,0,0,0,0
71,Faroe Islands,0,0,0,0,0,0
72,Fiji,15,1,0,0,0,0
73,Finland,2308,132,34,7,300,0
74,France,110065,11102,10343,1417,19523,2095
75,French Guiana,0,0,0,0,0,0
76,French Polynesia,0,0,0,0,0,0
77,French Southern Territories,0,0,0,0,0,0
78,Gabon,30,6,1,0,1,0
79,Gambia,4,0,1,0,2,0
80,Georgia,196,8,3,1,46,7
81,Germany,107663,4289,2016,206,36081,7381
82,Ghana,287,73,5,0,31,0
83,Gibraltar,0,0,0,0,0,0
84,Greece,1832,77,81,2,269,0
85,Greenland,0,0,0,0,0,0
86,Grenada,12,0,0,0,0,0
87,Guadeloupe,0,0,0,0,0,0
88,Guam,0,0,0,0,0,0
89,Guatemala,77,7,3,0,17,2
90,Guernsey,0,0,0,0,0,0
91,Guinea,144,16,0,0,5,0
92,Guinea-Bissau,33,15,0,0,0,0
93,Guyana,33,2,5,1,8,0
94,Haiti,25,1,1,0,0,0
95,Heard and Mcdonald Islands,0,0,0,0,0,0
96,Holy See (Vatican City State),7,0,0,0,0,0
97,Honduras,305,7,22,0,6,0
98,"Hong Kong, SAR China",0,0,0,0,0,0
99,Hungary,817,73,47,9,71,4
100,Iceland,1586,24,6,0,559,99
101,India,5311,533,150,14,421,46
102,Indonesia,2738,247,221,12,204,12
103,"Iran, Islamic Republic of",62589,2089,3872,133,27039,2803
104,Iraq,1122,91,65,1,373,29
105,Ireland,5709,345,210,36,25,0
106,Isle of Man,0,0,0,0,0,0
107,Israel,9248,344,65,8,770,185
108,Italy,135586,3039,17127,604,24392,1555
109,Jamaica,63,5,3,0,8,0
110,Japan,3906,252,92,7,592,17
111,Jersey,0,0,0,0,0,0
112,Jordan,353,4,6,0,138,12
113,Kazakhstan,697,35,6,0,51,5
114,Kenya,172,14,6,0,7,3
115,Kiribati,0,0,0,0,0,0
116,Korea (North),0,0,0,0,0,0
117,Korea (South),10331,47,192,6,6694,96
118,Kuwait,743,78,1,0,105,2
119,Kyrgyzstan,228,12,4,0,33,0
120,Lao PDR,14,2,0,0,0,0
121,Latvia,548,6,2,1,16,0
122,Lebanon,548,7,19,0,62,2
123,Lesotho,0,0,0,0,0,0
124,Liberia,14,0,3,0,3,0
125,Libya,20,1,1,0,1,0
126,Liechtenstein,78,1,1,0,55,0
127,Lithuania,880,37,15,0,8,0
128,Luxembourg,2970,127,44,3,500,0
129,"Macao, SAR China",0,0,0,0,0,0
130,"Macedonia, Republic of",599,29,26,3,30,0
131,Madagascar,88,6,0,0,7,5
132,Malawi,8,3,1,1,0,0
133,Malaysia,3963,170,63,1,1321,80
134,Maldives,19,0,0,0,13,0
135,Mali,56,9,5,0,12,3
136,Malta,293,52,0,0,5,0
137,Marshall Islands,0,0,0,0,0,0
138,Martinique,0,0,0,0,0,0
139,Mauritania,6,0,1,0,2,0
