,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
73,Gambia,3,0,1,0,0,0
74,"Gambia, The",1,0,0,0,0,0
75,Georgia,90,7,0,0,14,0
76,Germany,57695,6824,433,91,8481,1823
77,Ghana,141,4,5,1,2,0
78,Gibraltar,1,0,0,0,1,1
79,Greece,1061,95,32,4,52,0
80,Greenland,0,0,0,0,0,0
81,Grenada,7,0,0,0,0,0
82,Guadeloupe,56,3,0,0,0,0
83,Guam,0,0,1,1,0,0
84,Guatemala,34,6,1,0,10,6
85,Guernsey,0,0,0,0,0,0
86,Guinea,8,0,0,0,0,0
87,Guinea-Bissau,2,0,0,0,0,0
88,Guyana,8,3,1,0,0,0
89,Haiti,8,0,0,0,0,0
90,Holy See,6,2,0,0,0,0
91,Honduras,95,27,1,0,3,3
92,Hong Kong,115,1,3,0,59,1
93,Hong Kong SAR,0,0,0,0,0,0
94,Hungary,343,43,11,1,34,0
95,Iceland,963,73,2,0,114,17
96,India,987,100,24,4,84,11
97,Indonesia,1155,109,102,15,59,13
98,Iran,35408,3076,2517,139,11679,546
99,Iran (Islamic Republic of),35408,3076,2517,139,11679,546
100,Iraq,506,48,42,2,131,9
101,Ireland,2415,294,36,14,5,0
102,Israel,3619,584,12,0,89,10
103,Italy,92472,5974,10023,889,12384,1434
104,Ivory Coast,0,0,0,0,0,0
105,Jamaica,30,4,1,0,2,0
106,Japan,1693,225,52,3,404,32
107,Jersey,0,0,0,0,0,0
108,Jordan,246,11,1,0,18,0
109,Kazakhstan,228,78,1,0,16,13
110,Kenya,38,7,1,0,1,0
111,"Korea, South",9478,146,144,5,4811,283
112,Kosovo,91,5,1,0,1,0
113,Kuwait,235,10,0,0,64,7
114,Kyrgyzstan,58,0,0,0,0,0
115,Laos,8,2,0,0,0,0
116,Latvia,305,25,0,0,1,0
117,Lebanon,412,21,8,0,30,3
118,Liberia,3,0,0,0,0,0
119,Libya,3,2,0,0,0,0
120,Liechtenstein,56,0,0,0,0,0
121,Lithuania,394,36,7,2,1,0
122,Luxembourg,1831,226,18,3,40,0
123,Macao SAR,0,0,0,0,0,0
124,Macau,10,0,0,0,10,0
125,Madagascar,26,0,0,0,0,0
126,Malaysia,2320,159,27,1,320,61
127,Maldives,16,0,0,0,9,0
128,Mali,18,7,0,0,0,0
129,Malta,149,10,0,0,2,0
130,Martinique,37,5,1,0,0,0
131,Mauritania,5,2,0,0,0,0
132,Mauritius,102,8,2,0,0,0
133,Mayotte,11,4,0,0,0,0
134,Mexico,717,132,12,4,4,0
135,Moldova,231,32,2,0,2,0
136,Monaco,42,0,0,0,1,0
137,Mongolia,12,1,0,0,0,0
138,Montenegro,84,2,1,0,0,0
139,Morocco,402,57,25,2,11,0
140,Mozambique,8,1,0,0,0,0
141,MS Zaandam,0,0,0,0,0,0
142,Namibia,8,0,0,0,2,0
143,Nepal,5,1,0,0,1,0
144,Netherlands,9819,1172,640,93,6,0
145,New Zealand,451,83,0,0,50,13
146,Nicaragua,4,2,1,0,0,0
147,Niger,10,0,1,0,0,0
148,Nigeria,89,19,1,0,3,0
149,North Ireland,0,0,0,0,0,0
150,North Macedonia,241,22,4,1,3,0
151,Norway,4015,260,23,4,7,1
152,occupied Palestinian territory,0,0,0,0,0,0
153,Oman,152,21,0,0,23,0
154,Others,696,0,6,0,40,0
155,Pakistan,1495,122,12,1,29,6
156,Palestine,22,0,0,0,0,0
157,Panama,786,112,14,5,2,0
158,Papua New Guinea,1,0,0,0,0,0
159,Paraguay,56,4,3,0,1,0
160,Peru,671,36,16,5,16,0
161,Philippines,1075,272,68,14,35,4
162,Poland,1638,249,18,2,7,0
163,Portugal,5170,902,100,24,43,0
164,Puerto Rico,0,0,1,1,0,0
165,Qatar,590,28,1,1,45,2
166,Republic of Ireland,0,0,0,0,0,0
167,Republic of Korea,9478,146,144,5,4811,283
168,Republic of Moldova,0,0,0,0,0,0
169,Republic of the Congo,0,0,0,0,0,0
170,Reunion,47,2,0,0,0,0
171,Romania,1452,160,37,11,139,24
172,Russia,1264,228,4,0,49,4
173,Russian Federation,1264,228,4,0,49,4
174,Rwanda,60,6,0,0,0,0
175,Saint Barthelemy,1,0,0,0,0,0
176,Saint Kitts and Nevis,2,0,0,0,0,0
177,Saint Lucia,3,0,0,0,1,0
178,Saint Martin,0,0,0,0,0,0
179,Saint Vincent and the Grenadines,1,0,0,0,1,1
180,San Marino,224,1,22,1,6,2
181,Saudi Arabia,1203,99,4,1,37,2
182,Senegal,130,11,0,0,18,7
183,Serbia,659,202,10,9,0,0
184,Seychelles,8,1,0,0,0,0
185,Singapore,802,70,2,0,198,15
186,Slovakia,292,23,0,0,2,0
187,Slovenia,684,52,9,0,10,0
188,Somalia,3,0,0,0,0,0
189,South Africa,1187,17,1,0,31,0
190,South Korea,9478,146,144,5,4811,283
191,Spain,73235,7516,5982,844,12285,2928
192,Sri Lanka,113,7,1,1,9,2
193,St. Martin,0,0,0,0,0,0
194,Sudan,5,2,1,0,0,0
195,Suriname,8,0,0,0,0,0
196,Sweden,3447,378,105,0,16,0
197,Switzerland,14076,1148,264,33,1530,0
198,Syria,5,0,0,0,0,0
199,Taipei and environs,0,0,0,0,0,0
200,Taiwan,283,16,2,0,30,1
201,Taiwan*,283,16,2,0,30,1
202,Tanzania,14,1,0,0,1,0
203,Thailand,1245,109,6,1,97,0
204,The Bahamas,0,0,0,0,0,0
205,The Gambia,0,0,0,0,0,0
206,Timor-Leste,1,0,0,0,0,0
207,Togo,25,0,1,0,1,0
208,Trinidad and Tobago,74,8,3,1,1,0
209,Tunisia,278,51,8,2,2,0
210,Turkey,7402,1704,108,16,70,28
211,Uganda,30,7,0,0,0,0
212,Ukraine,356,46,9,4,5,0
213,United Arab Emirates,468,63,2,0,52,0
214,United Kingdom,17312,2567,1021,260,151,0
215,Uruguay,274,36,0,0,0,0
216,US,121478,19821,2026,445,1072,203
217,Uzbekistan,104,16,2,1,5,0
218,Vatican City,1,0,0,0,0,0
219,Venezuela,119,12,2,1,39,8
220,Viet Nam,174,11,0,0,21,1
221,Vietnam,174,11,0,0,21,1
222,West Bank and Gaza,98,7,1,0,18,1
223,Zambia,28,6,0,0,0,0
224,Zimbabwe,7,2,1,0,0,0
