,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
0,ALA Aland Islands,0,0,0,0,0,0
1,Afghanistan,1176,84,40,4,166,16
2,Albania,634,25,27,1,356,11
3,Algeria,2910,99,402,10,1204,52
4,American Samoa,0,0,0,0,0,0
5,Andorra,723,6,37,0,309,27
6,Angola,25,1,2,0,6,0
7,Anguilla,0,0,0,0,0,0
8,Antarctica,0,0,0,0,0,0
9,Antigua and Barbuda,24,1,3,0,10,3
10,Argentina,3144,113,152,5,872,32
11,Armenia,1473,72,24,0,633,24
12,Aruba,0,0,0,0,0,0
13,Australia,6547,0,67,0,4124,0
14,Austria,14925,52,510,19,11328,357
15,Azerbaijan,1518,38,20,0,907,42
16,Bahamas,65,0,9,0,12,0
17,Bahrain,2027,54,7,0,1026,242
18,Bangladesh,3772,390,120,10,92,5
19,Barbados,75,0,5,0,25,0
20,Belarus,7281,558,58,3,769,192
21,Belgium,41889,933,6262,264,9433,431
22,Belize,18,0,2,0,2,0
23,Benin,54,0,1,0,27,0
24,Bermuda,0,0,0,0,0,0
25,Bhutan,6,0,0,0,2,0
26,Bolivia,609,11,37,3,44,7
27,Bosnia and Herzegovina,1368,26,53,2,460,23
28,Botswana,22,2,1,0,0,0
29,Bouvet Island,0,0,0,0,0,0
30,Brazil,45757,2678,2906,165,25318,2327
31,British Indian Ocean Territory,0,0,0,0,0,0
32,British Virgin Islands,0,0,0,0,0,0
33,Brunei Darussalam,138,0,1,0,117,1
34,Bulgaria,1024,49,49,4,174,4
35,Burkina Faso,609,9,39,1,389,27
36,Burundi,11,6,1,0,4,0
37,Cambodia,122,0,0,0,110,0
38,Cameroon,1163,0,43,0,397,68
39,Canada,41649,2247,2076,167,14454,1266
40,Cape Verde,73,5,1,0,1,0
41,Cayman Islands,0,0,0,0,0,0
42,Central African Republic,14,0,0,0,10,0
43,Chad,33,0,0,0,8,0
44,Chile,11296,464,160,13,5386,417
45,China,83868,15,4636,0,77861,62
46,Christmas Island,0,0,0,0,0,0
47,Cocos (Keeling) Islands,0,0,0,0,0,0
48,Colombia,4356,207,206,10,870,66
49,Comoros,0,0,0,0,0,0
50,Congo (Brazzaville),186,21,6,0,16,0
51,Congo (Kinshasa),359,9,25,0,45,10
52,Cook Islands,0,0,0,0,0,0
53,Costa Rica,681,12,6,0,180,30
54,Croatia,1950,42,48,0,869,68
55,Cuba,1189,52,40,2,341,32
56,Cyprus,790,6,13,1,98,0
57,Czech Republic,7132,99,208,7,1989,236
58,Côte d'Ivoire,952,36,14,1,310,7
59,Denmark,8108,217,384,14,5276,387
60,Djibouti,974,29,2,0,183,71
61,Dominica,16,0,0,0,9,1
62,Dominican Republic,5300,256,260,15,581,118
63,Ecuador,10850,452,537,17,1262,55
64,Egypt,3659,169,276,12,935,65
65,El Salvador,237,12,7,0,63,15
66,Equatorial Guinea,84,1,1,1,7,0
67,Eritrea,39,0,0,0,6,0
68,Estonia,1559,7,44,1,184,15
69,Ethiopia,116,2,3,0,21,5
70,Falkland Islands (Malvinas),0,0,0,0,0,0
71,Faroe Islands,0,0,0,0,0,0
72,Fiji,18,0,0,0,8,5
73,Finland,4129,115,149,8,2000,0
74,French Guiana,0,0,0,0,0,0
75,French Polynesia,0,0,0,0,0,0
76,French Southern Territories,0,0,0,0,0,0
77,Gabon,166,10,1,0,24,8
78,Gambia,10,0,1,0,2,0
79,Georgia,416,8,5,1,107,10
80,Germany,150648,2357,5279,246,99400,4200
81,Ghana,1154,112,9,0,99,0
82,Gibraltar,0,0,0,0,0,0
83,Greece,2408,7,121,0,577,0
84,Greenland,0,0,0,0,0,0
85,Grenada,15,1,0,0,6,0
86,Guadeloupe,0,0,0,0,0,0
87,Guam,0,0,0,0,0,0
88,Guatemala,316,22,8,1,24,0
89,Guernsey,0,0,0,0,0,0
90,Guinea,761,73,6,0,164,37
91,Guinea-Bissau,50,0,0,0,3,0
92,Guyana,67,1,7,0,9,0
93,Haiti,62,5,4,1,2,2
94,Heard and Mcdonald Islands,0,0,0,0,0,0
95,Holy See (Vatican City State),9,0,0,0,2,0
96,Honduras,510,16,46,0,30,1
