,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
0,ALA Aland Islands,0,0,0,0,0,0
1,Afghanistan,840,56,30,5,54,11
2,Albania,518,24,26,1,277,26
3,Algeria,2268,108,348,12,783,75
4,American Samoa,0,0,0,0,0,0
5,Andorra,673,0,33,0,169,0
6,Angola,19,0,2,0,5,0
7,Anguilla,0,0,0,0,0,0
8,Antarctica,0,0,0,0,0,0
9,Antigua and Barbuda,23,0,3,1,3,0
10,Argentina,2571,128,115,4,631,35
11,Armenia,1159,48,18,1,358,61
12,Aruba,0,0,0,0,0,0
13,Australia,6462,22,63,0,2355,169
14,Austria,14476,140,410,17,8986,888
15,Azerbaijan,1283,30,15,2,460,56
16,Bahamas,53,4,8,0,6,0
17,Bahrain,1700,29,7,0,703,40
18,Bangladesh,1572,341,60,10,49,0
19,Barbados,75,2,5,0,15,0
20,Belarus,4204,476,40,4,203,0
21,Belgium,34809,1236,4857,417,7562,455
22,Belize,18,0,2,0,0,0
23,Benin,35,0,1,0,18,0
24,Bermuda,0,0,0,0,0,0
25,Bhutan,5,0,0,0,2,0
26,Bolivia,441,44,29,1,14,7
27,Bosnia and Herzegovina,1167,57,43,2,277,24
28,Botswana,15,2,1,0,0,0
29,Bouvet Island,0,0,0,0,0,0
30,Brazil,30425,2105,1924,188,14026,0
31,British Indian Ocean Territory,0,0,0,0,0,0
32,British Virgin Islands,0,0,0,0,0,0
33,Brunei Darussalam,136,0,1,0,108,0
34,Bulgaria,800,53,38,2,122,17
35,Burkina Faso,546,4,32,0,257,31
36,Burundi,5,0,1,0,0,0
37,Cambodia,122,0,0,0,98,2
38,Canada,30809,2600,1258,251,9698,732
39,Cape Verde,56,0,1,0,1,0
40,Cayman Islands,0,0,0,0,0,0
41,Central African Republic,12,0,0,0,4,0
42,Chad,27,4,0,0,5,3
43,Chile,8807,534,105,11,3299,362
44,China,83403,47,3346,0,78401,90
45,Christmas Island,0,0,0,0,0,0
46,Cocos (Keeling) Islands,0,0,0,0,0,0
47,Colombia,3233,128,144,13,550,98
48,Comoros,0,0,0,0,0,0
49,Congo (Brazzaville),117,0,5,0,11,0
50,Congo (Kinshasa),267,13,22,1,23,2
51,Cook Islands,0,0,0,0,0,0
52,Costa Rica,642,16,4,0,74,7
53,Croatia,1791,50,35,2,529,56
54,Cuba,862,48,27,3,171,20
55,Cyprus,735,20,12,0,77,12
56,Czech Republic,6433,217,169,3,972,153
57,Côte d'Ivoire,654,16,6,0,146,32
58,Denmark,7074,198,321,12,3203,278
59,Djibouti,591,156,2,0,73,2
60,Dominica,16,0,0,0,8,0
61,Dominican Republic,3755,141,196,7,215,7
62,Ecuador,8225,367,403,15,838,58
63,Egypt,2673,168,196,13,596,7
64,El Salvador,164,5,6,0,33,3
65,Equatorial Guinea,51,0,0,0,4,0
66,Eritrea,35,0,0,0,0,0
67,Estonia,1434,34,36,1,133,16
68,Ethiopia,92,7,3,0,15,0
69,Falkland Islands (Malvinas),0,0,0,0,0,0
70,Faroe Islands,0,0,0,0,0,0
71,Fiji,17,1,0,0,0,0
72,Finland,3369,132,75,3,1700,1400
73,France,147091,12509,17941,753,33327,1857
74,French Guiana,0,0,0,0,0,0
75,French Polynesia,0,0,0,0,0,0
76,French Southern Territories,0,0,0,0,0,0
77,Gabon,80,0,1,0,4,0
78,Gambia,9,0,1,0,2,0
79,Georgia,348,42,3,0,76,5
80,Germany,137698,2945,4052,248,77000,4400
81,Ghana,641,5,8,0,83,66
82,Gibraltar,0,0,0,0,0,0
83,Greece,2207,15,105,3,269,0
84,Greenland,0,0,0,0,0,0
85,Grenada,14,0,0,0,0,0
86,Guadeloupe,0,0,0,0,0,0
87,Guam,0,0,0,0,0,0
88,Guatemala,196,16,5,0,19,0
89,Guernsey,0,0,0,0,0,0
90,Guinea,438,34,1,0,49,18
91,Guinea-Bissau,43,0,0,0,0,0
92,Guyana,55,0,6,0,8,0
93,Haiti,41,0,3,0,0,0
94,Heard and Mcdonald Islands,0,0,0,0,0,0
95,Holy See (Vatican City State),8,0,0,0,2,0
96,Honduras,426,7,35,4,9,0
97,"Hong Kong, SAR China",0,0,0,0,0,0
98,Hungary,1652,73,142,8,199,7
99,Iceland,1739,12,8,0,1144,67
100,India,13430,1108,448,43,1768,336
101,Indonesia,5516,380,496,27,548,102
102,"Iran, Islamic Republic of",77995,1606,4869,92,52229,2296
103,Iraq,1434,19,80,1,856,44
104,Ireland,13271,724,486,42,77,0
105,Isle of Man,0,0,0,0,0,0
106,Israel,12758,257,142,12,2818,255
107,Italy,168941,3786,22170,525,40164,2072
108,Jamaica,143,18,5,0,21,0
109,Japan,8626,526,178,32,901,48
110,Jersey,0,0,0,0,0,0
111,Jordan,402,1,7,0,259,9
112,Kazakhstan,1402,107,17,1,277,37
113,Kenya,234,9,11,1,53,0
114,Kiribati,0,0,0,0,0,0
115,Korea (North),0,0,0,0,0,0
116,Korea (South),10613,22,229,4,7757,141
117,Kuwait,1524,119,3,0,225,19
118,Kyrgyzstan,466,17,5,0,91,13
119,Lao PDR,19,0,0,0,2,1
120,Latvia,675,9,5,0,57,13
121,Lebanon,663,5,21,0,86,1
122,Lesotho,0,0,0,0,0,0
123,Liberia,59,0,6,0,4,0
124,Libya,49,1,1,0,11,2
125,Liechtenstein,79,0,1,0,55,0
126,Lithuania,1128,37,32,2,178,40
127,Luxembourg,3444,71,69,0,552,26
128,"Macao, SAR China",0,0,0,0,0,0
129,"Macedonia, Republic of",1081,107,46,1,121,23
130,Madagascar,111,1,0,0,33,4
131,Malawi,16,0,2,0,0,0
132,Malaysia,5182,110,84,1,2766,119
133,Maldives,25,3,0,0,16,0
134,Mali,171,23,13,0,34,0
135,Malta,412,13,3,0,82,38
136,Marshall Islands,0,0,0,0,0,0
