,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
0,ALA Aland Islands,0,0,0,0,0,0
1,Afghanistan,1531,68,50,3,207,19
2,Albania,726,14,28,1,410,7
3,Algeria,3382,126,425,6,1508,29
4,American Samoa,0,0,0,0,0,0
5,Andorra,738,0,40,0,344,0
6,Angola,26,1,2,0,6,0
7,Anguilla,0,0,0,0,0,0
8,Antarctica,0,0,0,0,0,0
9,Antigua and Barbuda,24,0,3,0,11,0
10,Argentina,3892,112,192,7,1107,77
11,Armenia,1746,69,28,0,833,30
12,Aruba,0,0,0,0,0,0
13,Australia,6714,20,83,3,5541,1318
14,Austria,15225,77,542,6,12282,179
15,Azerbaijan,1645,28,21,0,1139,59
16,Bahamas,80,2,11,0,22,7
17,Bahrain,2647,59,8,0,1189,29
18,Bangladesh,5416,418,145,5,122,9
19,Barbados,79,0,6,0,39,8
20,Belarus,10463,873,72,5,1695,122
21,Belgium,46134,809,7094,177,10785,368
22,Belize,18,0,2,0,5,0
23,Benin,64,10,1,0,33,6
24,Bermuda,0,0,0,0,0,0
25,Bhutan,7,0,0,0,4,1
26,Bolivia,950,84,50,4,80,26
27,Bosnia and Herzegovina,1516,30,59,2,624,32
28,Botswana,22,0,1,0,0,0
29,Bouvet Island,0,0,0,0,0,0
30,Brazil,63100,3776,4286,229,30152,992
31,British Indian Ocean Territory,0,0,0,0,0,0
32,British Virgin Islands,0,0,0,0,0,0
33,Brunei Darussalam,138,0,1,0,123,2
34,Bulgaria,1300,53,56,1,205,8
35,Burkina Faso,632,3,42,1,453,11
36,Burundi,11,0,1,0,4,0
37,Cambodia,122,0,0,0,117,0
38,Cameroon,1621,103,56,3,786,89
39,Canada,47145,1654,2660,114,16883,870
40,Cape Verde,106,16,1,0,1,0
41,Cayman Islands,0,0,0,0,0,0
42,Central African Republic,19,3,0,0,10,0
43,Chad,46,0,0,0,15,0
44,Chile,13331,473,189,8,7024,278
45,China,83912,3,4637,1,78277,102
46,Christmas Island,0,0,0,0,0,0
47,Cocos (Keeling) Islands,0,0,0,0,0,0
48,Colombia,5379,237,244,11,1133,66
49,Comoros,0,0,0,0,0,0
50,Congo (Brazzaville),200,0,6,0,19,0
51,Congo (Kinshasa),442,26,28,0,50,1
52,Cook Islands,0,0,0,0,0,0
53,Costa Rica,695,2,6,0,264,22
54,Croatia,2030,14,55,1,1103,69
55,Cuba,1369,32,54,3,501,64
56,Cyprus,817,7,14,0,148,0
57,Czech Republic,7404,52,220,2,2545,92
58,Côte d'Ivoire,1150,73,14,0,468,49
59,Denmark,8773,130,422,4,5994,136
60,Djibouti,1023,15,2,0,411,38
61,Dominica,16,0,0,0,13,0
62,Dominican Republic,6135,209,278,5,910,88
63,Ecuador,22719,0,576,0,1366,0
64,Egypt,4534,215,317,10,1176,62
65,El Salvador,298,24,8,0,83,8
66,Equatorial Guinea,258,0,1,0,8,1
67,Eritrea,39,0,0,0,13,0
68,Estonia,1643,8,49,3,233,5
69,Ethiopia,123,1,3,0,41,12
70,Falkland Islands (Malvinas),0,0,0,0,0,0
71,Faroe Islands,0,0,0,0,0,0
72,Fiji,18,0,0,0,12,2
73,Finland,4576,101,190,4,2500,0
74,France,162220,576,22890,242,45681,309
75,French Guiana,0,0,0,0,0,0
76,French Polynesia,0,0,0,0,0,0
77,French Southern Territories,0,0,0,0,0,0
78,Gabon,176,0,3,0,30,0
79,Gambia,10,0,1,0,8,0
80,Georgia,486,30,6,1,149,10
81,Germany,157770,1257,5976,99,112000,2200
82,Ghana,1550,271,11,1,155,21
83,Gibraltar,0,0,0,0,0,0
84,Greece,2517,11,134,4,577,0
85,Greenland,0,0,0,0,0,0
86,Grenada,18,0,0,0,7,0
87,Guadeloupe,0,0,0,0,0,0
88,Guam,0,0,0,0,0,0
89,Guatemala,500,27,15,2,49,4
90,Guernsey,0,0,0,0,0,0
91,Guinea,996,0,7,0,208,0
92,Guinea-Bissau,53,1,1,1,3,0
93,Guyana,74,1,8,1,12,0
94,Haiti,74,2,6,0,7,1
95,Heard and Mcdonald Islands,0,0,0,0,0,0
96,Holy See (Vatican City State),9,0,0,0,2,0
97,Honduras,627,0,59,0,65,0
98,"Hong Kong, SAR China",0,0,0,0,0,0
99,Hungary,2500,57,272,10,485,27
100,Iceland,1792,2,10,0,1608,38
101,India,27890,1607,881,56,6523,584
102,Indonesia,8882,275,743,23,1107,65
103,"Iran, Islamic Republic of",90481,1153,5710,60,69657,1464
104,Iraq,1820,57,87,1,1263,39
105,Ireland,19262,701,1087,24,9233,0
106,Isle of Man,0,0,0,0,0,0
107,Israel,15443,145,201,2,6731,296
108,Italy,197675,2324,26644,260,64928,1808
109,Jamaica,350,45,7,0,28,0
110,Japan,13441,210,372,12,1809,153
111,Jersey,0,0,0,0,0,0
112,Jordan,447,3,7,0,337,5
113,Kazakhstan,2717,116,25,0,682,36
114,Kenya,355,12,14,0,106,8
115,Kiribati,0,0,0,0,0,0
116,Korea (North),0,0,0,0,0,0
117,Korea (South),10738,10,243,1,8764,47
118,Kuwait,3075,183,20,1,806,150
119,Kyrgyzstan,682,17,8,0,370,25
120,Lao PDR,19,0,0,0,7,0
121,Latvia,812,8,12,0,267,0
122,Lebanon,707,3,24,0,145,2
123,Lesotho,0,0,0,0,0,0
124,Liberia,124,4,12,1,25,0
125,Libya,61,0,2,0,18,0
126,Liechtenstein,82,1,1,0,55,0
127,Lithuania,1438,12,41,0,467,7
128,Luxembourg,3723,12,88,3,3104,16
129,"Macao, SAR China",0,0,0,0,0,0
130,"Macedonia, Republic of",1386,19,61,2,500,126
131,Madagascar,124,1,0,0,71,9
132,Malawi,34,1,3,0,4,0
133,Malaysia,5780,38,98,0,3862,100
134,Maldives,214,37,0,0,17,0
135,Mali,389,19,23,2,112,21
136,Malta,448,0,4,0,282,33
137,Marshall Islands,0,0,0,0,0,0
138,Martinique,0,0,0,0,0,0
139,Mauritania,7,0,1,0,6,0
140,Mauritius,332,1,9,0,299,4
141,Mayotte,0,0,0,0,0,0
142,Mexico,14677,835,1351,46,8354,1205
143,"Micronesia, Federated States of",0,0,0,0,0,0
144,Moldova,3408,104,96,2,895,70
145,Monaco,94,0,4,0,42,0
146,Mongolia,38,1,0,0,9,0
147,Montenegro,321,1,7,1,153,0
148,Montserrat,0,0,0,0,0,0
149,Morocco,4065,168,161,2,593,56
150,Mozambique,76,6,0,0,12,0
151,Myanmar,146,0,5,0,10,0
152,Namibia,16,0,0,0,8,1
153,Nauru,0,0,0,0,0,0
154,Nepal,52,3,0,0,16,4
155,Netherlands,38040,656,4491,67,117,15
156,Netherlands Antilles,0,0,0,0,0,0
157,New Caledonia,0,0,0,0,0,0
158,Nicaragua,13,1,3,0,7,0
159,Niger,696,12,29,2,350,25
160,Nigeria,1273,91,40,5,239,17
161,Niue,0,0,0,0,0,0
162,Norfolk Island,0,0,0,0,0,0
