,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
72,Gabon,7,0,1,0,0,0
73,Gambia,4,1,1,0,0,0
74,"Gambia, The",1,0,0,0,0,0
75,Georgia,91,1,0,0,18,4
76,Germany,62095,4400,533,100,9211,730
77,Ghana,152,11,5,0,2,0
78,Gibraltar,1,0,0,0,1,1
79,Greece,1156,95,38,6,52,0
80,Greenland,0,0,0,0,0,0
81,Grenada,9,2,0,0,0,0
82,Guadeloupe,56,3,0,0,0,0
83,Guam,0,0,1,1,0,0
84,Guatemala,34,0,1,0,10,0
85,Guernsey,0,0,0,0,0,0
86,Guinea,16,8,0,0,0,0
87,Guinea-Bissau,2,0,0,0,0,0
88,Guyana,8,0,1,0,0,0
89,Haiti,15,7,0,0,1,1
90,Holy See,6,0,0,0,0,0
91,Honduras,110,15,3,2,3,0
92,Hong Kong,115,1,3,0,59,1
93,Hong Kong SAR,0,0,0,0,0,0
94,Hungary,408,65,13,2,34,0
95,Iceland,1020,57,2,0,135,21
96,India,1024,37,27,3,95,11
97,Indonesia,1285,130,114,12,64,5
98,Iran,38309,2901,2640,123,12391,712
99,Iran (Islamic Republic of),38309,2901,2640,123,12391,712
100,Iraq,547,41,42,0,143,12
101,Ireland,2615,200,46,10,5,0
102,Israel,4247,628,15,3,132,43
103,Italy,97689,5217,10779,756,13030,646
104,Ivory Coast,0,0,0,0,0,0
105,Jamaica,32,2,1,0,2,0
106,Japan,1866,173,54,2,424,20
107,Jersey,0,0,0,0,0,0
108,Jordan,259,13,3,2,18,0
109,Kazakhstan,284,56,1,0,20,4
110,Kenya,42,4,1,0,1,0
111,"Korea, South",9583,105,152,8,5033,222
112,Kosovo,94,3,1,0,1,0
113,Kuwait,255,20,0,0,67,3
114,Kyrgyzstan,84,26,0,0,0,0
115,Laos,8,0,0,0,0,0
116,Latvia,347,42,0,0,1,0
117,Lebanon,438,26,10,2,30,0
118,Liberia,3,0,0,0,0,0
119,Libya,8,5,0,0,0,0
120,Liechtenstein,56,0,0,0,0,0
121,Lithuania,460,66,7,0,1,0
122,Luxembourg,1950,119,21,3,40,0
123,Macao SAR,0,0,0,0,0,0
124,Macau,10,0,0,0,10,0
125,Madagascar,39,13,0,0,0,0
126,Malaysia,2470,150,35,8,388,68
127,Maldives,17,1,0,0,13,4
128,Mali,18,0,1,1,0,0
129,Malta,151,2,0,0,2,0
130,Martinique,37,5,1,0,0,0
131,Mauritania,5,0,0,0,2,2
132,Mauritius,107,5,3,1,0,0
133,Mayotte,11,4,0,0,0,0
134,Mexico,848,131,16,4,4,0
135,Moldova,263,32,2,0,2,0
136,Monaco,46,4,1,1,1,0
137,Mongolia,12,0,0,0,0,0
138,Montenegro,85,1,1,0,0,0
139,Morocco,479,77,26,1,13,2
140,Mozambique,8,0,0,0,0,0
141,MS Zaandam,0,0,0,0,0,0
142,Namibia,11,3,0,0,2,0
143,Nepal,5,0,0,0,1,0
144,Netherlands,10930,1111,772,132,253,247
145,New Zealand,514,63,1,1,56,6
146,Nicaragua,4,0,1,0,0,0
147,Niger,18,8,1,0,0,0
148,Nigeria,111,22,1,0,3,0
149,North Ireland,0,0,0,0,0,0
150,North Macedonia,259,18,6,2,3,0
151,Norway,4284,269,25,2,7,0
152,occupied Palestinian territory,0,0,0,0,0,0
153,Oman,167,15,0,0,23,0
154,Others,696,0,6,0,40,0
155,Pakistan,1597,102,14,2,29,0
156,Palestine,22,0,0,0,0,0
157,Panama,901,115,17,3,4,2
158,Papua New Guinea,1,0,0,0,0,0
159,Paraguay,59,3,3,0,1,0
160,Peru,852,181,18,2,16,0
161,Philippines,1418,343,71,3,42,7
162,Poland,1862,224,22,4,7,0
163,Portugal,5962,792,119,19,43,0
164,Puerto Rico,0,0,1,1,0,0
165,Qatar,634,44,1,0,48,3
166,Republic of Ireland,0,0,0,0,0,0
167,Republic of Korea,9583,105,152,8,5033,222
168,Republic of Moldova,0,0,0,0,0,0
169,Republic of the Congo,0,0,0,0,0,0
170,Reunion,47,2,0,0,0,0
171,Romania,1815,363,43,6,206,67
172,Russia,1534,270,8,4,64,15
173,Russian Federation,1534,270,8,4,64,15
174,Rwanda,70,10,0,0,0,0
175,Saint Barthelemy,1,0,0,0,0,0
176,Saint Kitts and Nevis,2,0,0,0,0,0
177,Saint Lucia,9,6,0,0,1,0
178,Saint Martin,0,0,0,0,0,0
179,Saint Vincent and the Grenadines,1,0,0,0,1,0
180,San Marino,224,0,22,0,6,0
181,Saudi Arabia,1299,96,8,4,66,29
182,Senegal,142,12,0,0,27,9
183,Serbia,741,82,13,3,0,0
184,Seychelles,8,0,0,0,0,0
185,Singapore,844,42,3,1,212,14
186,Slovakia,314,22,0,0,2,0
187,Slovenia,730,46,11,2,10,0
188,Somalia,3,0,0,0,0,0
189,South Africa,1280,93,2,1,31,0
190,South Korea,9583,105,152,8,5033,222
191,Spain,80110,6875,6803,821,14709,2424
192,Sri Lanka,117,4,1,0,11,2
193,St. Martin,0,0,0,0,0,0
194,Sudan,6,1,1,0,0,0
195,Suriname,8,0,0,0,0,0
196,Sweden,3700,253,110,5,16,0
197,Switzerland,14829,753,300,36,1595,65
198,Syria,9,4,1,1,0,0
199,Taipei and environs,0,0,0,0,0,0
200,Taiwan,298,15,2,0,30,0
201,Taiwan*,298,15,2,0,30,0
202,Tanzania,14,0,0,0,1,0
203,Thailand,1388,143,7,1,97,0
204,The Bahamas,0,0,0,0,0,0
205,The Gambia,0,0,0,0,0,0
206,Timor-Leste,1,0,0,0,0,0
207,Togo,25,0,1,0,1,0
208,Trinidad and Tobago,78,4,3,0,1,0
209,Tunisia,312,34,8,0,2,0
210,Turkey,9217,1815,131,23,105,35
211,Uganda,33,3,0,0,0,0
212,Ukraine,475,119,10,1,6,1
213,United Arab Emirates,570,102,3,1,58,6
214,United Kingdom,19780,2468,1231,210,151,0
215,Uruguay,304,30,1,1,0,0
216,US,140886,19408,2467,441,2665,1593
217,Uzbekistan,144,40,2,0,7,2
218,Vatican City,1,0,0,0,0,0
219,Venezuela,119,0,2,0,39,0
220,Viet Nam,188,14,0,0,25,4
221,Vietnam,188,14,0,0,25,4
222,West Bank and Gaza,109,11,1,0,18,0
223,Zambia,29,1,0,0,0,0
224,Zimbabwe,7,0,1,0,0,0
