,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
0,ALA Aland Islands,0,0,0,0,0,0
1,Afghanistan,1463,112,47,4,188,0
2,Albania,712,34,27,0,403,9
3,Algeria,3256,129,419,4,1479,71
4,American Samoa,0,0,0,0,0,0
5,Andorra,738,7,40,0,344,0
6,Angola,25,0,2,0,6,0
7,Anguilla,0,0,0,0,0,0
8,Antarctica,0,0,0,0,0,0
9,Antigua and Barbuda,24,0,3,0,11,0
10,Argentina,3780,173,185,9,1030,54
11,Armenia,1677,81,28,1,803,75
12,Aruba,0,0,0,0,0,0
13,Australia,6694,17,80,1,4223,99
14,Austria,15148,77,536,6,12103,231
15,Azerbaijan,1617,25,21,0,1080,67
16,Bahamas,78,5,11,0,15,0
17,Bahrain,2588,70,8,0,1160,47
18,Bangladesh,4998,309,140,9,113,1
19,Barbados,79,2,6,0,31,0
20,Belarus,9590,817,67,4,1573,453
21,Belgium,45325,1032,6917,238,10417,295
22,Belize,18,0,2,0,5,0
23,Benin,54,0,1,0,27,0
24,Bermuda,0,0,0,0,0,0
25,Bhutan,7,0,0,0,3,0
26,Bolivia,866,59,46,2,54,0
27,Bosnia and Herzegovina,1486,65,57,2,592,54
28,Botswana,22,0,1,0,0,0
29,Bouvet Island,0,0,0,0,0,0
30,Brazil,59324,5281,4057,353,29160,1505
31,British Indian Ocean Territory,0,0,0,0,0,0
32,British Virgin Islands,0,0,0,0,0,0
33,Brunei Darussalam,138,0,1,0,121,1
34,Bulgaria,1247,13,55,1,197,0
35,Burkina Faso,629,0,41,0,442,17
36,Burundi,11,0,1,0,4,0
37,Cambodia,122,0,0,0,117,0
38,Cameroon,1518,88,53,10,697,29
39,Canada,45491,1437,2546,163,16013,864
40,Cape Verde,90,2,1,0,1,0
41,Cayman Islands,0,0,0,0,0,0
42,Central African Republic,16,0,0,0,10,0
43,Chad,46,6,0,0,15,7
44,Chile,12858,552,181,7,6746,419
45,China,83909,10,4636,0,78175,66
46,Christmas Island,0,0,0,0,0,0
47,Cocos (Keeling) Islands,0,0,0,0,0,0
48,Colombia,5142,261,233,8,1067,64
49,Comoros,0,0,0,0,0,0
50,Congo (Brazzaville),200,0,6,0,19,0
51,Congo (Kinshasa),416,22,28,3,49,1
52,Cook Islands,0,0,0,0,0,0
53,Costa Rica,693,6,6,0,242,26
54,Croatia,2016,7,54,3,1034,52
55,Cuba,1337,52,51,2,437,21
56,Cyprus,810,6,14,0,148,50
57,Czech Republic,7352,79,218,4,2453,82
58,Côte d'Ivoire,1077,0,14,0,419,0
59,Denmark,8643,235,418,15,5858,143
60,Djibouti,1008,9,2,0,373,43
61,Dominica,16,0,0,0,13,3
62,Dominican Republic,5926,177,273,6,822,59
63,Ecuador,22719,0,576,0,1366,0
64,Egypt,4319,227,307,13,1114,39
65,El Salvador,274,0,8,0,75,0
66,Equatorial Guinea,258,44,1,0,7,0
67,Eritrea,39,0,0,0,13,2
68,Estonia,1635,30,46,0,228,22
69,Ethiopia,122,5,3,0,29,4
70,Falkland Islands (Malvinas),0,0,0,0,0,0
71,Faroe Islands,0,0,0,0,0,0
72,Fiji,18,0,0,0,10,0
73,Finland,4475,80,186,9,2500,0
74,France,161644,1692,22648,369,45372,1101
75,French Guiana,0,0,0,0,0,0
76,French Polynesia,0,0,0,0,0,0
77,French Southern Territories,0,0,0,0,0,0
78,Gabon,176,4,3,0,30,4
79,Gambia,10,0,1,0,8,6
80,Georgia,456,12,5,0,139,7
81,Germany,156513,1514,5877,117,109800,0
82,Ghana,1279,0,10,0,134,0
83,Gibraltar,0,0,0,0,0,0
84,Greece,2506,16,130,0,577,0
85,Greenland,0,0,0,0,0,0
86,Grenada,18,3,0,0,7,0
87,Guadeloupe,0,0,0,0,0,0
88,Guam,0,0,0,0,0,0
89,Guatemala,473,43,13,2,45,15
90,Guernsey,0,0,0,0,0,0
91,Guinea,996,42,7,1,208,17
92,Guinea-Bissau,52,0,0,0,3,0
93,Guyana,73,0,7,0,12,0
94,Haiti,72,0,6,1,6,4
95,Heard and Mcdonald Islands,0,0,0,0,0,0
96,Holy See (Vatican City State),9,0,0,0,2,0
97,Honduras,627,36,59,4,65,7
98,"Hong Kong, SAR China",0,0,0,0,0,0
