,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
0,ALA Aland Islands,0,0,0,0,0,0
1,Afghanistan,1279,103,42,2,179,13
2,Albania,663,29,27,0,385,29
3,Algeria,3007,97,407,5,1355,151
4,American Samoa,0,0,0,0,0,0
5,Andorra,723,0,37,0,333,24
6,Angola,25,0,2,0,6,0
7,Anguilla,0,0,0,0,0,0
8,Antarctica,0,0,0,0,0,0
9,Antigua and Barbuda,24,0,3,0,10,0
10,Argentina,3435,291,165,13,919,47
11,Armenia,1523,50,24,0,659,26
12,Aruba,0,0,0,0,0,0
13,Australia,6661,114,75,8,4124,0
14,Austria,15002,77,522,12,11694,366
15,Azerbaijan,1548,30,20,0,948,41
16,Bahamas,72,7,11,2,14,2
17,Bahrain,2217,190,8,1,1082,56
18,Bangladesh,4186,414,127,7,108,16
19,Barbados,76,1,6,1,30,5
20,Belarus,8022,741,60,2,938,169
21,Belgium,42797,908,6490,228,9800,367
22,Belize,18,0,2,0,5,3
23,Benin,54,0,1,0,27,0
24,Bermuda,0,0,0,0,0,0
25,Bhutan,7,1,0,0,3,1
26,Bolivia,703,94,43,6,44,0
27,Bosnia and Herzegovina,1413,45,54,1,485,25
28,Botswana,22,0,1,0,0,0
29,Bouvet Island,0,0,0,0,0,0
30,Brazil,50036,4279,3331,425,26573,1255
31,British Indian Ocean Territory,0,0,0,0,0,0
32,British Virgin Islands,0,0,0,0,0,0
33,Brunei Darussalam,138,0,1,0,119,2
34,Bulgaria,1097,73,52,3,190,16
35,Burkina Faso,616,7,41,2,410,21
36,Burundi,11,0,1,0,4,0
37,Cambodia,122,0,0,0,110,0
38,Cameroon,1334,171,43,0,668,271
39,Canada,43285,1636,2239,163,14761,307
40,Cape Verde,82,9,1,0,1,0
41,Cayman Islands,0,0,0,0,0,0
42,Central African Republic,16,2,0,0,10,0
43,Chad,33,0,0,0,8,0
44,Chile,11812,516,168,8,5804,418
45,China,83884,16,4636,0,77983,122
46,Christmas Island,0,0,0,0,0,0
47,Cocos (Keeling) Islands,0,0,0,0,0,0
48,Colombia,4561,205,215,9,927,57
49,Comoros,0,0,0,0,0,0
50,Congo (Brazzaville),186,0,6,0,16,0
51,Congo (Kinshasa),377,18,25,0,47,2
52,Cook Islands,0,0,0,0,0,0
53,Costa Rica,686,5,6,0,196,16
54,Croatia,1981,31,50,2,883,14
55,Cuba,1235,46,43,3,365,24
56,Cyprus,795,5,13,0,98,0
57,Czech Republic,7187,55,210,2,2152,163
58,Côte d'Ivoire,1004,52,14,0,359,49
59,Denmark,8271,163,394,10,5573,297
60,Djibouti,986,12,2,0,252,69
61,Dominica,16,0,0,0,9,0
62,Dominican Republic,5543,243,265,5,581,0
63,Ecuador,11183,333,560,23,1328,66
64,Egypt,3891,232,287,11,1004,69
65,El Salvador,250,13,8,1,67,4
66,Equatorial Guinea,84,0,1,0,7,0
67,Eritrea,39,0,0,0,6,0
68,Estonia,1592,33,45,1,192,8
69,Ethiopia,116,0,3,0,21,0
70,Falkland Islands (Malvinas),0,0,0,0,0,0
71,Faroe Islands,0,0,0,0,0,0
72,Fiji,18,0,0,0,8,0
73,Finland,4284,155,172,23,2000,0
74,France,159460,2335,21889,516,42762,1436
75,French Guiana,0,0,0,0,0,0
76,French Polynesia,0,0,0,0,0,0
77,French Southern Territories,0,0,0,0,0,0
78,Gabon,167,1,2,1,24,0
79,Gambia,10,0,1,0,2,0
80,Georgia,425,9,5,0,111,4
81,Germany,153129,2481,5575,296,103300,3900
82,Ghana,1154,0,9,0,99,0
83,Gibraltar,0,0,0,0,0,0
84,Greece,2463,55,125,4,577,0
85,Greenland,0,0,0,0,0,0
86,Grenada,15,0,0,0,6,0
87,Guadeloupe,0,0,0,0,0,0
88,Guam,0,0,0,0,0,0
89,Guatemala,384,68,11,3,30,6
90,Guernsey,0,0,0,0,0,0
91,Guinea,862,101,6,0,170,6
92,Guinea-Bissau,50,0,0,0,3,0
93,Guyana,70,3,7,0,9,0
94,Haiti,72,10,5,1,2,0
95,Heard and Mcdonald Islands,0,0,0,0,0,0
96,Holy See (Vatican City State),9,0,0,0,2,0
97,Honduras,519,9,47,1,31,1
98,"Hong Kong, SAR China",0,0,0,0,0,0
99,Hungary,2284,116,239,14,390,95
100,Iceland,1789,4,10,0,1509,47
101,India,23077,1707,721,40,5012,642
102,Indonesia,7775,357,647,12,960,47
103,"Iran, Islamic Republic of",87026,1030,5481,90,64843,1730
104,Iraq,1677,46,83,0,1171,25
105,Ireland,17607,936,794,25,9233,0
106,Isle of Man,0,0,0,0,0,0
107,Israel,14803,305,192,3,5611,396
108,Italy,189973,2646,25549,464,57576,3033
109,Jamaica,257,24,6,0,28,1
110,Japan,12368,856,328,47,1494,138
111,Jersey,0,0,0,0,0,0
112,Jordan,437,2,7,0,318,3
113,Kazakhstan,2289,154,20,1,560,45
114,Kenya,320,17,14,0,89,15
115,Kiribati,0,0,0,0,0,0
116,Korea (North),0,0,0,0,0,0
117,Korea (South),10708,14,240,2,8501,224
118,Kuwait,2399,151,14,1,498,55
119,Kyrgyzstan,631,19,8,1,302,48
120,Lao PDR,19,0,0,0,4,0
121,Latvia,778,17,11,0,133,0
122,Lebanon,688,6,22,0,140,27
123,Lesotho,0,0,0,0,0,0
124,Liberia,101,0,8,0,20,0
125,Libya,60,1,2,1,15,0
126,Liechtenstein,81,0,1,0,55,0
127,Lithuania,1398,28,40,2,399,42
128,Luxembourg,3665,11,83,3,728,17
129,"Macao, SAR China",0,0,0,0,0,0
130,"Macedonia, Republic of",1300,41,56,0,301,29
131,Madagascar,121,0,0,0,58,6
132,Malawi,33,10,3,0,3,0
133,Malaysia,5603,71,95,2,3542,90
134,Maldives,108,22,0,0,16,0
135,Mali,309,16,21,4,77,4
136,Malta,445,1,3,0,204,39
137,Marshall Islands,0,0,0,0,0,0
138,Martinique,0,0,0,0,0,0
139,Mauritania,7,0,1,0,6,0
140,Mauritius,331,2,9,0,266,5
141,Mayotte,0,0,0,0,0,0
142,Mexico,11633,2132,1069,212,2627,0
143,"Micronesia, Federated States of",0,0,0,0,0,0
144,Moldova,2926,148,80,5,661,101
145,Monaco,94,0,4,1,35,9
146,Mongolia,36,1,0,0,9,1
147,Montenegro,316,1,5,0,123,7
148,Montserrat,0,0,0,0,0,0
149,Morocco,3568,122,155,6,456,39
150,Mozambique,46,5,0,0,9,1
151,Myanmar,139,16,5,0,9,2
152,Namibia,16,0,0,0,7,1
153,Nauru,0,0,0,0,0,0
154,Nepal,48,3,0,0,10,3
155,Netherlands,35921,889,4192,124,101,0
156,Netherlands Antilles,0,0,0,0,0,0
157,New Caledonia,0,0,0,0,0,0
158,New Zealand,1456,5,17,3,1095,59
159,Nicaragua,11,1,3,1,7,0
160,Niger,671,9,24,2,256,63
161,Nigeria,981,108,31,3,197,0
162,Niue,0,0,0,0,0,0
163,Norfolk Island,0,0,0,0,0,0
164,Northern Mariana Islands,0,0,0,0,0,0
165,Norway,7401,63,194,7,32,0
166,Oman,1716,102,9,1,307,69
167,Pakistan,11155,1079,237,25,2527,371
168,Palau,0,0,0,0,0,0
169,Palestinian Territory,480,6,4,0,92,21
170,Panama,5166,345,146,5,271,40
171,Papua New Guinea,8,0,0,0,0,0
172,Paraguay,213,0,9,0,67,5
173,Peru,20914,1664,572,42,7422,395
174,Philippines,6981,271,462,16,722,29
175,Pitcairn,0,0,0,0,0,0
176,Poland,10511,342,454,28,1740,227
177,Portugal,22353,371,820,35,1201,58
178,Puerto Rico,0,0,0,0,0,0
179,Qatar,7764,623,10,0,750,61
180,Republic of Kosovo,510,0,12,0,93,0
181,Romania,10096,386,545,21,2478,72
182,Russian Federation,62773,4774,555,42,4891,471
183,Rwanda,154,1,0,0,87,3
184,Réunion,0,0,0,0,0,0
185,Saint Helena,0,0,0,0,0,0
186,Saint Kitts and Nevis,15,0,0,0,1,0
187,Saint Lucia,15,0,0,0,15,0
188,Saint Pierre and Miquelon,0,0,0,0,0,0
189,Saint Vincent and Grenadines,13,0,0,0,3,0
190,Saint-Barthélemy,0,0,0,0,0,0
191,Saint-Martin (French part),0,0,0,0,0,0
192,Samoa,0,0,0,0,0,0
193,San Marino,501,13,40,0,63,1
194,Sao Tome and Principe,4,0,0,0,0,0
195,Saudi Arabia,13930,1158,121,7,1925,113
196,Senegal,479,37,6,0,257,4
197,Serbia,6630,0,125,0,870,0
198,Seychelles,11,0,0,0,6,1
199,Sierra Leone,64,3,1,1,10,4
200,Singapore,11178,1037,12,0,924,28
201,Slovakia,1325,81,15,1,288,4
202,Slovenia,1366,13,79,0,211,6
203,Solomon Islands,0,0,0,0,0,0
204,Somalia,328,42,16,8,8,4
205,South Africa,3953,318,75,10,1473,418
206,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
207,South Sudan,5,1,0,0,0,0
208,Spain,213024,4635,22157,440,89250,3335
209,Sri Lanka,368,38,7,0,107,2
210,Sudan,174,34,16,3,14,2
211,Suriname,10,0,1,0,6,0
212,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
213,Swaziland,31,0,1,0,8,0
214,Sweden,16755,751,2021,84,550,0
215,Switzerland,28496,228,1549,40,20600,700
216,Syrian Arab Republic (Syria),42,0,3,0,6,0
217,"Taiwan, Republic of China",427,1,6,0,253,17
218,Tajikistan,0,0,0,0,0,0
219,"Tanzania, United Republic of",284,0,10,0,11,0
220,Thailand,2839,13,50,1,2430,78
221,Timor-Leste,23,0,0,0,1,0
222,Togo,88,0,6,0,59,3
223,Tokelau,0,0,0,0,0,0
224,Tonga,0,0,0,0,0,0
225,Trinidad and Tobago,115,0,8,0,48,11
226,Tunisia,918,9,38,0,190,0
227,Turkey,101790,3116,2491,115,18491,2014
228,Turkmenistan,0,0,0,0,0,0
229,Turks and Caicos Islands,0,0,0,0,0,0
230,Tuvalu,0,0,0,0,0,0
231,US Minor Outlying Islands,0,0,0,0,0,0
232,Uganda,74,11,0,0,46,1
233,Ukraine,7170,578,187,13,504,80
234,United Arab Emirates,8756,518,56,4,1637,91
235,United Kingdom,139246,4608,18791,640,712,29
236,United States of America,868345,29382,49926,3368,80203,2837
237,Uruguay,557,14,12,0,354,30
238,Uzbekistan,1758,42,7,0,561,111
239,Vanuatu,0,0,0,0,0,0
240,Venezuela (Bolivarian Republic),311,23,10,0,126,4
241,Viet Nam,268,0,0,0,224,1
242,"Virgin Islands, US",0,0,0,0,0,0
243,Wallis and Futuna Islands,0,0,0,0,0,0
244,Western Sahara,6,0,0,0,5,5
245,Yemen,1,0,0,0,0,0
246,Zambia,76,2,3,0,37,2
247,Zimbabwe,28,0,4,0,2,0
