,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
0,ALA Aland Islands,0,0,0,0,0,0
1,Afghanistan,349,50,7,0,15,5
2,Albania,361,28,20,0,104,5
3,Algeria,1320,69,152,22,90,0
4,American Samoa,0,0,0,0,0,0
5,Andorra,501,35,18,1,26,5
6,Angola,14,4,2,0,2,0
7,Anguilla,0,0,0,0,0,0
8,Antarctica,0,0,0,0,0,0
9,Antigua and Barbuda,15,0,0,0,0,0
10,Argentina,1451,0,44,1,280,1
11,Armenia,822,52,7,0,57,14
12,Aruba,0,0,0,0,0,0
13,Australia,5687,137,35,5,757,56
14,Austria,12051,270,204,18,2998,491
15,Azerbaijan,584,63,7,2,32,0
16,Bahamas,28,0,4,0,0,0
17,Bahrain,700,12,4,0,431,8
18,Bangladesh,88,18,9,1,33,3
19,Barbados,56,4,1,1,6,6
20,Belgium,19691,1260,1447,164,3751,504
21,Belize,5,1,0,0,0,0
22,Benin,22,6,0,0,5,3
23,Bermuda,0,0,0,0,0,0
24,Bhutan,5,0,0,0,2,0
25,Bolivia,157,18,10,0,2,1
26,Bosnia and Herzegovina,654,30,23,2,30,0
27,Botswana,6,2,1,0,0,0
28,Bouvet Island,0,0,0,0,0,0
29,Brazil,11130,770,486,41,127,0
30,British Indian Ocean Territory,0,0,0,0,0,0
31,British Virgin Islands,0,0,0,0,0,0
32,Brunei Darussalam,135,0,1,0,73,7
33,Bulgaria,531,28,20,3,37,3
34,Burkina Faso,345,27,17,1,90,24
35,Burundi,3,0,0,0,0,0
36,Cambodia,114,0,0,0,50,0
37,Cameroon,650,95,9,0,17,0
38,Canada,15756,2778,258,41,3012,435
39,Cape Verde,7,0,1,0,0,0
40,Cayman Islands,0,0,0,0,0,0
41,Central African Republic,8,0,0,0,0,0
42,Chad,9,0,0,0,0,0
43,Chile,4471,310,34,7,618,90
44,China,82602,59,3333,3,77207,261
45,Christmas Island,0,0,0,0,0,0
46,Cocos (Keeling) Islands,0,0,0,0,0,0
47,Colombia,1485,79,35,3,88,3
48,Comoros,0,0,0,0,0,0
49,Congo (Brazzaville),45,23,5,3,2,0
50,Congo (Kinshasa),154,0,18,0,3,0
51,Cook Islands,0,0,0,0,0,0
52,Costa Rica,454,19,2,0,16,3
53,Croatia,1182,56,15,3,125,6
54,Cuba,320,32,8,2,15,0
55,Czech Republic,4587,115,67,8,96,18
56,Côte d'Ivoire,261,16,3,2,37,12
57,Denmark,4561,292,179,18,1429,50
58,Djibouti,59,9,0,0,9,1
59,Dominica,14,0,0,0,0,0
60,Dominican Republic,1745,257,82,14,17,1
61,Ecuador,3646,181,180,8,100,0
62,Egypt,1173,103,78,7,247,6
63,El Salvador,62,6,3,0,2,0
64,Equatorial Guinea,16,0,0,0,1,0
65,Eritrea,29,0,0,0,0,0
66,Estonia,1097,58,15,2,62,3
67,Ethiopia,43,5,2,2,4,0
68,Falkland Islands (Malvinas),0,0,0,0,0,0
69,Faroe Islands,0,0,0,0,0,0
70,Fiji,12,0,0,0,0,0
71,Finland,1927,45,28,3,300,0
