,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
0,,0,0,0,0,0,0
1, Azerbaijan,0,0,0,0,0,0
2,Afghanistan,174,4,4,0,5,3
3,Albania,243,20,15,4,52,8
4,Algeria,716,132,44,9,46,9
5,Andorra,376,6,12,4,10,0
6,Angola,7,0,2,0,1,1
7,Antigua and Barbuda,7,0,0,0,0,0
8,Argentina,1054,234,27,4,240,12
9,Armenia,532,50,3,0,30,0
10,Aruba,4,0,0,0,0,0
11,Australia,4559,198,18,1,358,101
12,Austria,10180,562,128,20,1095,459
13,Azerbaijan,298,25,5,1,26,0
14,Bahamas,14,0,0,0,1,0
15,"Bahamas, The",4,0,0,0,0,0
16,Bahrain,567,52,4,0,295,16
17,Bangladesh,51,2,5,0,25,6
18,Barbados,34,1,0,0,0,0
19,Belarus,152,0,1,1,47,15
20,Belgium,12775,876,705,192,1696,169
21,Belize,3,0,0,0,0,0
22,Benin,9,3,0,0,1,1
23,Bhutan,4,0,0,0,0,0
24,Bolivia,107,10,6,2,0,0
25,Bosnia and Herzegovina,420,52,13,3,17,0
26,Botswana,0,0,0,0,0,0
27,Brazil,5717,1138,201,42,127,7
28,Brunei,129,2,1,0,45,7
29,Bulgaria,399,40,8,0,17,0
30,Burkina Faso,261,15,14,2,32,1
31,Burma,15,1,1,1,0,0
32,Burundi,0,0,0,0,0,0
33,Cabo Verde,6,0,1,0,0,0
34,Cambodia,109,2,0,0,23,2
35,Cameroon,193,54,6,0,5,0
36,Canada,8527,1129,101,21,1592,1126
37,Cape Verde,0,0,0,0,0,0
38,Cayman Islands,1,0,0,0,0,0
39,Central African Republic,3,0,0,0,0,0
40,Chad,7,2,0,0,0,0
41,Channel Islands,0,0,0,0,0,0
42,Chile,2738,289,12,4,156,0
43,China,82279,81,3309,1,76206,283
44,Colombia,906,108,16,4,31,16
45,Congo (Brazzaville),19,0,0,0,0,0
46,Congo (Kinshasa),98,17,8,0,2,0
47,Costa Rica,347,17,2,0,4,0
48,Cote d'Ivoire,179,11,1,0,7,1
49,Croatia,867,77,6,0,67,0
50,Cruise Ship,712,0,8,0,567,242
51,Cuba,186,16,6,2,8,4
52,Curacao,0,0,0,0,0,0
53,Cyprus,262,32,8,1,23,1
54,Czechia,3308,307,31,8,45,20
55,Denmark,3039,284,90,13,77,4
56,Diamond Princess,712,0,10,0,603,0
57,Djibouti,30,12,0,0,0,0
58,Dominica,12,1,0,0,0,0
59,Dominican Republic,1109,208,51,9,5,1
60,East Timor,0,0,0,0,0,0
61,Ecuador,2240,278,75,15,54,51
62,Egypt,710,54,46,5,157,7
63,El Salvador,32,2,1,1,0,0
64,Equatorial Guinea,12,0,0,0,1,1
65,Eritrea,15,3,0,0,0,0
66,Estonia,745,30,4,1,26,6
67,Eswatini,9,0,0,0,0,0
68,Ethiopia,26,3,0,0,2,-2
69,Faroe Islands,2,0,0,0,0,0
70,Fiji,5,0,0,0,0,0
71,Finland,1418,66,17,4,10,0
